DrugBank.ID1,DrugBank.ID1,repoDB_status
DB00485,DB01606,1
DB00485,DB01607,1
DB00485,DB02703,1
DB00485,DB06219,1
DB00485,DB06590,1
DB00485,DB09320,1
DB00485,DB09324,1
DB00488,DB00515,1
DB00488,DB00958,1
DB00488,DB00997,1
DB00488,DB01005,1
DB00488,DB01030,1
DB00488,DB01042,1
DB00488,DB01229,1
DB00488,DB04572,1
DB00488,DB05109,1
DB00488,DB09074,1
DB00490,DB00715,1
DB00490,DB01175,1
DB00491,DB00672,1
DB00491,DB00731,1
DB00491,DB00839,1
DB00491,DB00912,1
DB00491,DB01016,1
DB00491,DB01067,1
DB00491,DB01120,1
DB00491,DB01124,1
DB00491,DB01132,1
DB00491,DB01251,1
DB00491,DB01252,1
DB00491,DB01261,1
DB00491,DB01289,1
DB00491,DB01382,1
DB00491,DB04876,1
DB00491,DB04878,1
DB00491,DB06203,1
DB00491,DB06292,1
DB00491,DB06335,1
DB00491,DB06655,1
DB00491,DB08882,1
DB00491,DB08907,1
DB00491,DB09038,1
DB00491,DB09043,1
DB00491,DB09045,1
DB00491,DB09198,1
DB00491,DB09265,1
DB00492,DB00519,1
DB00492,DB00521,1
DB00492,DB00524,1
DB00492,DB00528,1
DB00492,DB00542,1
DB00492,DB00571,1
DB00492,DB00575,1
DB00492,DB00584,1
DB00492,DB00590,1
DB00492,DB00594,1
DB00492,DB00598,1
DB00492,DB00612,1
DB00492,DB00622,1
DB00492,DB00629,1
DB00492,DB00657,1
DB00492,DB00661,1
DB00492,DB00678,1
DB00492,DB00691,1
DB00492,DB00695,1
DB00492,DB00700,1
DB00492,DB00722,1
DB00492,DB00774,1
DB00492,DB00790,1
DB00492,DB00796,1
DB00492,DB00808,1
DB00492,DB00876,1
DB00492,DB00880,1
DB00492,DB00881,1
DB00492,DB00883,1
DB00492,DB00960,1
DB00492,DB00966,1
DB00492,DB00968,1
DB00492,DB00975,1
DB00492,DB00982,1
DB00492,DB00999,1
DB00492,DB01018,1
DB00492,DB01021,1
DB00492,DB01023,1
DB00492,DB01029,1
DB00492,DB01076,1
DB00492,DB01115,1
DB00492,DB01136,1
DB00492,DB01162,1
DB00492,DB01170,1
DB00492,DB01193,1
DB00492,DB01197,1
DB00492,DB01203,1
DB00492,DB01229,1
DB00492,DB01275,1
DB00492,DB01324,1
DB00492,DB01340,1
DB00492,DB01348,1
DB00492,DB01349,1
DB00492,DB01359,1
DB00492,DB01580,1
DB00492,DB01626,1
DB00492,DB04846,1
DB00492,DB04861,1
DB00492,DB04920,1
DB00492,DB08808,1
DB00492,DB08822,1
DB00492,DB09026,1
DB00492,DB09083,1
DB00492,DB09229,1
DB00492,DB09230,1
DB00492,DB09235,1
DB00492,DB09279,1
DB00492,DB09292,1
DB00492,DB09477,1
DB00493,DB00512,1
DB00493,DB00535,1
DB00493,DB00537,1
DB00493,DB00560,1
DB00493,DB00567,1
DB00493,DB00576,1
DB00493,DB00578,1
DB00493,DB00595,1
DB00493,DB00601,1
DB00493,DB00607,1
DB00493,DB00618,1
DB00493,DB00671,1
DB00493,DB00681,1
DB00493,DB00684,1
DB00493,DB00685,1
DB00493,DB00698,1
DB00493,DB00713,1
DB00493,DB00759,1
DB00493,DB00760,1
DB00493,DB00766,1
DB00493,DB00781,1
DB00493,DB00798,1
DB00493,DB00828,1
DB00493,DB00833,1
DB00493,DB00916,1
DB00493,DB00948,1
DB00493,DB00954,1
DB00493,DB00976,1
DB00493,DB00978,1
DB00493,DB01000,1
DB00493,DB01015,1
DB00493,DB01017,1
DB00493,DB01044,1
DB00493,DB01053,1
DB00493,DB01059,1
DB00493,DB01060,1
DB00493,DB01061,1
DB00493,DB01066,1
DB00493,DB01082,1
DB00493,DB01112,1
DB00493,DB01137,1
DB00493,DB01139,1
DB00493,DB01140,1
DB00493,DB01147,1
DB00493,DB01150,1
DB00493,DB01155,1
DB00493,DB01165,1
DB00493,DB01172,1
DB00493,DB01190,1
DB00493,DB01208,1
DB00493,DB01211,1
DB00493,DB01212,1
DB00493,DB01326,1
DB00493,DB01327,1
DB00493,DB01328,1
DB00493,DB01330,1
DB00493,DB01331,1
DB00493,DB01332,1
DB00493,DB01333,1
DB00493,DB01413,1
DB00493,DB01416,1
DB00493,DB01597,1
DB00493,DB01598,1
DB00493,DB01602,1
DB00493,DB01603,1
DB00493,DB01606,1
DB00493,DB01607,1
DB00493,DB02703,1
DB00493,DB06211,1
DB00493,DB06219,1
DB00493,DB06402,1
DB00493,DB06590,1
DB00493,DB06756,1
DB00493,DB09050,1
DB00493,DB09060,1
DB00493,DB09093,1
DB00493,DB09320,1
DB00493,DB09324,1
DB00494,DB00714,1
DB00494,DB00810,1
DB00494,DB00915,1
DB00494,DB00942,1
DB00494,DB00988,1
DB00494,DB01037,1
DB00494,DB01200,1
DB00494,DB01235,1
DB00494,DB01367,1
DB00494,DB05271,1
DB00494,DB06262,1
DB00495,DB00503,1
DB00495,DB00625,1
DB00495,DB00649,1
DB00495,DB00701,1
DB00495,DB00705,1
DB00495,DB00709,1
DB00495,DB00879,1
DB00495,DB00900,1
DB00495,DB00932,1
DB00495,DB00943,1
DB00495,DB01048,1
DB00495,DB01072,1
DB00495,DB01232,1
DB00495,DB01264,1
DB00495,DB01319,1
DB00495,DB01601,1
DB00495,DB06414,1
DB00495,DB06817,1
DB00495,DB08864,1
DB00495,DB08930,1
DB00495,DB09065,1
DB00495,DB09101,1
DB00495,DB09299,1
DB00496,DB01036,1
DB00496,DB01062,1
DB00496,DB01148,1
DB00496,DB01591,1
DB00496,DB06702,1
DB00496,DB08893,1
DB00496,DB09262,1
DB00497,DB00575,1
DB00497,DB00704,1
DB00497,DB00813,1
DB00497,DB00899,1
DB00497,DB00921,1
DB00497,DB01050,1
DB00497,DB01192,1
DB00497,DB01452,1
DB00497,DB06283,1
DB00497,DB08439,1
DB00499,DB01196,1
DB00500,DB00554,1
DB00500,DB00563,1
DB00500,DB00573,1
DB00500,DB00586,1
DB00500,DB00605,1
DB00500,DB00608,1
DB00500,DB00620,1
DB00500,DB00635,1
DB00500,DB00667,1
DB00500,DB00712,1
DB00500,DB00741,1
DB00500,DB00749,1
DB00500,DB00788,1
DB00500,DB00795,1
DB00500,DB00814,1
DB00500,DB00859,1
DB00500,DB00860,1
DB00500,DB00861,1
DB00500,DB00936,1
DB00500,DB00939,1
DB00500,DB00945,1
DB00500,DB00959,1
DB00500,DB00991,1
DB00500,DB00993,1
DB00500,DB00995,1
DB00500,DB01009,1
DB00500,DB01050,1
DB00500,DB01097,1
DB00500,DB01234,1
DB00500,DB01281,1
DB00500,DB01283,1
DB00500,DB01356,1
DB00500,DB01380,1
DB00500,DB01397,1
DB00500,DB01399,1
DB00500,DB01600,1
DB00500,DB01611,1
DB00500,DB06273,1
DB00500,DB06674,1
DB00500,DB08880,1
DB00500,DB08895,1
DB00500,DB08904,1
DB00500,DB08984,1
DB00500,DB09212,1
DB00500,DB09213,1
DB00500,DB09276,1
DB00500,DB11320,1
DB00501,DB00517,1
DB00501,DB00585,1
DB00501,DB00604,1
DB00501,DB00619,1
DB00501,DB00736,1
DB00501,DB00863,1
DB00501,DB00927,1
DB00501,DB00940,1
DB00501,DB01003,1
DB00501,DB01129,1
DB00501,DB01233,1
DB00501,DB01294,1
DB00501,DB01377,1
DB00501,DB04843,1
DB00501,DB06723,1
DB00501,DB06724,1
DB00501,DB08806,1
DB00501,DB09087,1
DB00501,DB09104,1
DB00501,DB09154,1
DB00501,DB09281,1
DB00501,DB09481,1
DB00502,DB00508,1
DB00502,DB00623,1
DB00502,DB00734,1
DB00502,DB00831,1
DB00502,DB00850,1
DB00502,DB00875,1
DB00502,DB00933,1
DB00502,DB01063,1
DB00502,DB01100,1
DB00502,DB01224,1
DB00502,DB01238,1
DB00502,DB01239,1
DB00502,DB01267,1
DB00502,DB01618,1
DB00502,DB01621,1
DB00502,DB01623,1
DB00502,DB04842,1
DB00502,DB04946,1
DB00502,DB06016,1
DB00502,DB06144,1
DB00502,DB06216,1
DB00502,DB06288,1
DB00502,DB08815,1
DB00502,DB08922,1
DB00502,DB09128,1
DB00502,DB09223,1
DB00503,DB00625,1
DB00503,DB00649,1
DB00503,DB00701,1
DB00503,DB00705,1
DB00503,DB00709,1
DB00503,DB00811,1
DB00503,DB00879,1
DB00503,DB00900,1
DB00503,DB00932,1
DB00503,DB00943,1
DB00503,DB01048,1
DB00503,DB01072,1
DB00503,DB01232,1
DB00503,DB01264,1
DB00503,DB01319,1
DB00503,DB01601,1
DB00503,DB05521,1
DB00503,DB06290,1
DB00503,DB06414,1
DB00503,DB06817,1
DB00503,DB08864,1
DB00503,DB08873,1
DB00503,DB08930,1
DB00503,DB08934,1
DB00503,DB09027,1
DB00503,DB09065,1
DB00503,DB09101,1
DB00503,DB09102,1
DB00503,DB09183,1
DB00503,DB09296,1
DB00503,DB09297,1
DB00503,DB09299,1
DB00503,DB11574,1
DB00503,DB11575,1
DB00507,DB00911,1
DB00507,DB00916,1
DB00507,DB01103,1
DB00508,DB00568,1
DB00508,DB00623,1
DB00508,DB00662,1
DB00508,DB00850,1
DB00508,DB00985,1
DB00508,DB01063,1
DB00508,DB01069,1
DB00508,DB01184,1
DB00508,DB01267,1
DB00509,DB00627,1
DB00509,DB00636,1
DB00509,DB00973,1
DB00509,DB01039,1
DB00509,DB01393,1
DB00509,DB01432,1
DB00509,DB01599,1
DB00512,DB00535,1
DB00512,DB00537,1
DB00512,DB00567,1
DB00512,DB00601,1
DB00512,DB00607,1
DB00512,DB00618,1
DB00512,DB00684,1
DB00512,DB00685,1
DB00512,DB00713,1
DB00512,DB00766,1
DB00512,DB00781,1
DB00512,DB00798,1
DB00512,DB00833,1
DB00512,DB00916,1
DB00512,DB00948,1
DB00512,DB00954,1
DB00512,DB01044,1
DB00512,DB01053,1
DB00512,DB01059,1
DB00512,DB01060,1
DB00512,DB01061,1
DB00512,DB01066,1
DB00512,DB01112,1
DB00512,DB01137,1
DB00512,DB01139,1
DB00512,DB01140,1
DB00512,DB01147,1
DB00512,DB01150,1
DB00512,DB01165,1
DB00512,DB01172,1
DB00512,DB01190,1
DB00512,DB01211,1
DB00512,DB01212,1
DB00512,DB01326,1
DB00512,DB01327,1
DB00512,DB01328,1
DB00512,DB01330,1
DB00512,DB01331,1
DB00512,DB01332,1
DB00512,DB01333,1
DB00512,DB01413,1
DB00512,DB01416,1
DB00512,DB01597,1
DB00512,DB01598,1
DB00512,DB01603,1
DB00512,DB01606,1
DB00512,DB01607,1
DB00512,DB02703,1
DB00512,DB06590,1
DB00512,DB08874,1
DB00512,DB09320,1
DB00512,DB09324,1
DB00514,DB00557,1
DB00514,DB00588,1
DB00514,DB00620,1
DB00514,DB00635,1
DB00514,DB00637,1
DB00514,DB00645,1
DB00514,DB00719,1
DB00514,DB00725,1
DB00514,DB00741,1
DB00514,DB00747,1
DB00514,DB00748,1
DB00514,DB00764,1
DB00514,DB00768,1
DB00514,DB00788,1
DB00514,DB00792,1
DB00514,DB00825,1
DB00514,DB00835,1
DB00514,DB00852,1
DB00514,DB00860,1
DB00514,DB00868,1
DB00514,DB00874,1
DB00514,DB00885,1
DB00514,DB00902,1
DB00514,DB00908,1
DB00514,DB00935,1
DB00514,DB00936,1
DB00514,DB00945,1
DB00514,DB00950,1
DB00514,DB00956,1
DB00514,DB00959,1
DB00514,DB00967,1
DB00514,DB00972,1
DB00514,DB01003,1
DB00514,DB01050,1
DB00514,DB01064,1
DB00514,DB01069,1
DB00514,DB01075,1
DB00514,DB01086,1
DB00514,DB01114,1
DB00514,DB01146,1
DB00514,DB01176,1
DB00514,DB01222,1
DB00514,DB01234,1
DB00514,DB01237,1
DB00514,DB01240,1
DB00514,DB01246,1
DB00514,DB01260,1
DB00514,DB01356,1
DB00514,DB01364,1
DB00514,DB01380,1
DB00514,DB01397,1
DB00514,DB01410,1
DB00514,DB01411,1
DB00514,DB01551,1
DB00514,DB01619,1
DB00514,DB01620,1
DB00514,DB03255,1
DB00514,DB04837,1
DB00514,DB06282,1
DB00514,DB06691,1
DB00514,DB06694,1
DB00514,DB06715,1
DB00514,DB06742,1
DB00514,DB06764,1
DB00514,DB06767,1
DB00514,DB07615,1
DB00514,DB08797,1
DB00514,DB08799,1
DB00514,DB08906,1
DB00514,DB08936,1
DB00514,DB09154,1
DB00514,DB09213,1
DB00514,DB09488,1
DB00514,DB09555,1
DB00514,DB09571,1
DB00514,DB11591,1
DB00515,DB00958,1
DB00515,DB00997,1
DB00515,DB01005,1
DB00515,DB01030,1
DB00515,DB01042,1
DB00515,DB01181,1
DB00515,DB01229,1
DB00515,DB04572,1
DB00515,DB05109,1
DB00515,DB09074,1
DB00515,DB09110,1
DB00517,DB00585,1
DB00517,DB00670,1
DB00517,DB00725,1
DB00517,DB00736,1
DB00517,DB00747,1
DB00517,DB00782,1
DB00517,DB00863,1
DB00517,DB00927,1
DB00517,DB00940,1
DB00517,DB00986,1
DB00517,DB01129,1
DB00517,DB01625,1
DB00517,DB04843,1
DB00517,DB05265,1
DB00517,DB06723,1
DB00517,DB08806,1
DB00517,DB09087,1
DB00517,DB09104,1
DB00517,DB09154,1
DB00517,DB09221,1
DB00517,DB09281,1
DB00517,DB09481,1
DB00519,DB00521,1
DB00519,DB00524,1
DB00519,DB00528,1
DB00519,DB00542,1
DB00519,DB00571,1
DB00519,DB00575,1
DB00519,DB00584,1
DB00519,DB00590,1
DB00519,DB00594,1
DB00519,DB00598,1
DB00519,DB00612,1
DB00519,DB00622,1
DB00519,DB00629,1
DB00519,DB00657,1
DB00519,DB00661,1
DB00519,DB00678,1
DB00519,DB00691,1
DB00519,DB00695,1
DB00519,DB00700,1
DB00519,DB00722,1
DB00519,DB00774,1
DB00519,DB00790,1
DB00519,DB00796,1
DB00519,DB00808,1
DB00519,DB00876,1
DB00519,DB00880,1
DB00519,DB00881,1
DB00519,DB00883,1
DB00519,DB00960,1
DB00519,DB00966,1
DB00519,DB00968,1
DB00519,DB00975,1
DB00519,DB00982,1
DB00519,DB00999,1
DB00519,DB01018,1
DB00519,DB01021,1
DB00519,DB01023,1
DB00519,DB01029,1
DB00519,DB01076,1
DB00519,DB01115,1
DB00519,DB01136,1
DB00519,DB01162,1
DB00519,DB01170,1
DB00519,DB01193,1
DB00519,DB01197,1
DB00519,DB01203,1
DB00519,DB01229,1
DB00519,DB01275,1
DB00519,DB01324,1
DB00519,DB01340,1
DB00519,DB01348,1
DB00519,DB01349,1
DB00519,DB01359,1
DB00519,DB01580,1
DB00519,DB01626,1
DB00519,DB04846,1
DB00519,DB04861,1
DB00519,DB04920,1
DB00519,DB08808,1
DB00519,DB08822,1
DB00519,DB09026,1
DB00519,DB09083,1
DB00519,DB09229,1
DB00519,DB09230,1
DB00519,DB09235,1
DB00519,DB09279,1
DB00519,DB09292,1
DB00519,DB09477,1
DB00520,DB00582,1
DB00520,DB00681,1
DB00520,DB01141,1
DB00520,DB01167,1
DB00521,DB00524,1
DB00521,DB00528,1
DB00521,DB00542,1
DB00521,DB00571,1
DB00521,DB00575,1
DB00521,DB00584,1
DB00521,DB00590,1
DB00521,DB00594,1
DB00521,DB00598,1
DB00521,DB00612,1
DB00521,DB00622,1
DB00521,DB00629,1
DB00521,DB00654,1
DB00521,DB00657,1
DB00521,DB00661,1
DB00521,DB00668,1
DB00521,DB00678,1
DB00521,DB00691,1
DB00521,DB00695,1
DB00521,DB00700,1
DB00521,DB00703,1
DB00521,DB00722,1
DB00521,DB00742,1
DB00521,DB00774,1
DB00521,DB00790,1
DB00521,DB00796,1
DB00521,DB00808,1
DB00521,DB00819,1
DB00521,DB00869,1
DB00521,DB00876,1
DB00521,DB00880,1
DB00521,DB00881,1
DB00521,DB00905,1
DB00521,DB00960,1
DB00521,DB00964,1
DB00521,DB00966,1
DB00521,DB00968,1
DB00521,DB00981,1
DB00521,DB00982,1
DB00521,DB00999,1
DB00521,DB01018,1
DB00521,DB01021,1
DB00521,DB01023,1
DB00521,DB01029,1
DB00521,DB01057,1
DB00521,DB01076,1
DB00521,DB01085,1
DB00521,DB01115,1
DB00521,DB01136,1
DB00521,DB01144,1
DB00521,DB01162,1
DB00521,DB01170,1
DB00521,DB01193,1
DB00521,DB01194,1
DB00521,DB01197,1
DB00521,DB01203,1
DB00521,DB01210,1
DB00521,DB01214,1
DB00521,DB01229,1
DB00521,DB01275,1
DB00521,DB01324,1
DB00521,DB01340,1
DB00521,DB01348,1
DB00521,DB01349,1
DB00521,DB01359,1
DB00521,DB01580,1
DB00521,DB01626,1
DB00521,DB04846,1
DB00521,DB04861,1
DB00521,DB04920,1
DB00521,DB06826,1
DB00521,DB08808,1
DB00521,DB08819,1
DB00521,DB08822,1
DB00521,DB09026,1
DB00521,DB09229,1
DB00521,DB09230,1
DB00521,DB09235,1
DB00521,DB09279,1
DB00521,DB09351,1
DB00521,DB09477,1
DB00524,DB00528,1
DB00524,DB00542,1
DB00524,DB00571,1
DB00524,DB00575,1
DB00524,DB00584,1
DB00524,DB00590,1
DB00524,DB00594,1
DB00524,DB00598,1
DB00524,DB00612,1
DB00524,DB00622,1
DB00524,DB00629,1
DB00524,DB00657,1
DB00524,DB00661,1
DB00524,DB00678,1
DB00524,DB00691,1
DB00524,DB00695,1
DB00524,DB00700,1
DB00524,DB00722,1
DB00524,DB00774,1
DB00524,DB00790,1
DB00524,DB00796,1
DB00524,DB00808,1
DB00524,DB00876,1
DB00524,DB00880,1
DB00524,DB00881,1
DB00524,DB00887,1
DB00524,DB00960,1
DB00524,DB00966,1
DB00524,DB00968,1
DB00524,DB00982,1
DB00524,DB00999,1
DB00524,DB01018,1
DB00524,DB01021,1
DB00524,DB01023,1
DB00524,DB01029,1
DB00524,DB01076,1
DB00524,DB01115,1
DB00524,DB01136,1
DB00524,DB01162,1
DB00524,DB01170,1
DB00524,DB01193,1
DB00524,DB01197,1
DB00524,DB01203,1
DB00524,DB01229,1
DB00524,DB01275,1
DB00524,DB01324,1
DB00524,DB01340,1
DB00524,DB01348,1
DB00524,DB01349,1
DB00524,DB01359,1
DB00524,DB01580,1
DB00524,DB01626,1
DB00524,DB04846,1
DB00524,DB04861,1
DB00524,DB04920,1
DB00524,DB08808,1
DB00524,DB08822,1
DB00524,DB09026,1
DB00524,DB09229,1
DB00524,DB09230,1
DB00524,DB09235,1
DB00524,DB09279,1
DB00524,DB09477,1
DB00525,DB00735,1
DB00525,DB00741,1
DB00525,DB00793,1
DB00525,DB00825,1
DB00525,DB00857,1
DB00525,DB00936,1
DB00525,DB00971,1
DB00525,DB01026,1
DB00525,DB01086,1
DB00525,DB01091,1
DB00525,DB01110,1
DB00525,DB01127,1
DB00525,DB01153,1
DB00525,DB01188,1
DB00525,DB01380,1
DB00525,DB03904,1
DB00525,DB06820,1
DB00525,DB08933,1
DB00525,DB09321,1
DB00525,DB09345,1
DB00526,DB00544,1
DB00526,DB00762,1
DB00526,DB01101,1
DB00526,DB08885,1
DB00526,DB08896,1
DB00527,DB00557,1
DB00527,DB00645,1
DB00527,DB00719,1
DB00527,DB00748,1
DB00527,DB00792,1
DB00527,DB00825,1
DB00527,DB00835,1
DB00527,DB00871,1
DB00527,DB00902,1
DB00527,DB01084,1
DB00527,DB01086,1
DB00527,DB01114,1
DB00527,DB01142,1
DB00527,DB01146,1
DB00527,DB01246,1
DB00527,DB01619,1
DB00527,DB01620,1
DB00527,DB03255,1
DB00527,DB04398,1
DB00527,DB06691,1
DB00527,DB06768,1
DB00527,DB06770,1
DB00527,DB08799,1
DB00527,DB09085,1
DB00527,DB09321,1
DB00527,DB09345,1
DB00527,DB09555,1
DB00528,DB00542,1
DB00528,DB00571,1
DB00528,DB00575,1
DB00528,DB00584,1
DB00528,DB00590,1
DB00528,DB00594,1
DB00528,DB00598,1
DB00528,DB00612,1
DB00528,DB00622,1
DB00528,DB00629,1
DB00528,DB00657,1
DB00528,DB00661,1
DB00528,DB00678,1
DB00528,DB00691,1
DB00528,DB00695,1
DB00528,DB00700,1
DB00528,DB00722,1
DB00528,DB00774,1
DB00528,DB00790,1
DB00528,DB00796,1
DB00528,DB00808,1
DB00528,DB00876,1
DB00528,DB00880,1
DB00528,DB00881,1
DB00528,DB00960,1
DB00528,DB00966,1
DB00528,DB00968,1
DB00528,DB00982,1
DB00528,DB00999,1
DB00528,DB01018,1
DB00528,DB01021,1
DB00528,DB01023,1
DB00528,DB01029,1
DB00528,DB01076,1
DB00528,DB01115,1
DB00528,DB01136,1
DB00528,DB01162,1
DB00528,DB01170,1
DB00528,DB01193,1
DB00528,DB01197,1
DB00528,DB01203,1
DB00528,DB01229,1
DB00528,DB01275,1
DB00528,DB01324,1
DB00528,DB01340,1
DB00528,DB01348,1
DB00528,DB01349,1
DB00528,DB01359,1
DB00528,DB01580,1
DB00528,DB01626,1
DB00528,DB04846,1
DB00528,DB04861,1
DB00528,DB04920,1
DB00528,DB08808,1
DB00528,DB08822,1
DB00528,DB09026,1
DB00528,DB09229,1
DB00528,DB09230,1
DB00528,DB09235,1
DB00528,DB09279,1
DB00528,DB09477,1
DB00530,DB00544,1
DB00530,DB00642,1
DB00530,DB00707,1
DB00530,DB01229,1
DB00530,DB01248,1
DB00530,DB05578,1
DB00530,DB09035,1
DB00530,DB09037,1
DB00530,DB09079,1
DB00530,DB09559,1
DB00530,DB11363,1
DB00531,DB00541,1
DB00531,DB00563,1
DB00531,DB00570,1
DB00531,DB00620,1
DB00531,DB00635,1
DB00531,DB00741,1
DB00531,DB00860,1
DB00531,DB00888,1
DB00531,DB00959,1
DB00531,DB00997,1
DB00531,DB01041,1
DB00531,DB01042,1
DB00531,DB01234,1
DB00531,DB01380,1
DB00531,DB06317,1
DB00531,DB06603,1
DB00531,DB06809,1
DB00531,DB08889,1
DB00531,DB08910,1
DB00531,DB09077,1
DB00531,DB09331,1
DB00531,DB09570,1
DB00535,DB00537,1
DB00535,DB00560,1
DB00535,DB00567,1
DB00535,DB00576,1
DB00535,DB00595,1
DB00535,DB00601,1
DB00535,DB00607,1
DB00535,DB00618,1
DB00535,DB00671,1
DB00535,DB00681,1
DB00535,DB00684,1
DB00535,DB00685,1
DB00535,DB00713,1
DB00535,DB00759,1
DB00535,DB00766,1
DB00535,DB00833,1
DB00535,DB00948,1
DB00535,DB00954,1
DB00535,DB00976,1
DB00535,DB01000,1
DB00535,DB01015,1
DB00535,DB01017,1
DB00535,DB01044,1
DB00535,DB01053,1
DB00535,DB01059,1
DB00535,DB01060,1
DB00535,DB01061,1
DB00535,DB01066,1
DB00535,DB01082,1
DB00535,DB01112,1
DB00535,DB01137,1
DB00535,DB01139,1
DB00535,DB01140,1
DB00535,DB01147,1
DB00535,DB01150,1
DB00535,DB01155,1
DB00535,DB01165,1
DB00535,DB01190,1
DB00535,DB01208,1
DB00535,DB01211,1
DB00535,DB01212,1
DB00535,DB01326,1
DB00535,DB01328,1
DB00535,DB01330,1
DB00535,DB01331,1
DB00535,DB01332,1
DB00535,DB01333,1
DB00535,DB01369,1
DB00535,DB01413,1
DB00535,DB01415,1
DB00535,DB01416,1
DB00535,DB01435,1
DB00535,DB01597,1
DB00535,DB01598,1
DB00535,DB01602,1
DB00535,DB01606,1
DB00535,DB01607,1
DB00535,DB01764,1
DB00535,DB02703,1
DB00535,DB06590,1
DB00535,DB09320,1
DB00535,DB09323,1
DB00535,DB09324,1
DB00537,DB00560,1
DB00537,DB00567,1
DB00537,DB00576,1
DB00537,DB00578,1
DB00537,DB00595,1
DB00537,DB00601,1
DB00537,DB00607,1
DB00537,DB00618,1
DB00537,DB00634,1
DB00537,DB00671,1
DB00537,DB00681,1
DB00537,DB00684,1
DB00537,DB00685,1
DB00537,DB00698,1
DB00537,DB00713,1
DB00537,DB00741,1
DB00537,DB00759,1
DB00537,DB00760,1
DB00537,DB00766,1
DB00537,DB00781,1
DB00537,DB00798,1
DB00537,DB00803,1
DB00537,DB00828,1
DB00537,DB00833,1
DB00537,DB00836,1
DB00537,DB00860,1
DB00537,DB00916,1
DB00537,DB00919,1
DB00537,DB00948,1
DB00537,DB00954,1
DB00537,DB00976,1
DB00537,DB00978,1
DB00537,DB00994,1
DB00537,DB01000,1
DB00537,DB01015,1
DB00537,DB01017,1
DB00537,DB01032,1
DB00537,DB01044,1
DB00537,DB01053,1
DB00537,DB01059,1
DB00537,DB01060,1
DB00537,DB01061,1
DB00537,DB01066,1
DB00537,DB01082,1
DB00537,DB01112,1
DB00537,DB01137,1
DB00537,DB01139,1
DB00537,DB01140,1
DB00537,DB01147,1
DB00537,DB01150,1
DB00537,DB01155,1
DB00537,DB01165,1
DB00537,DB01172,1
DB00537,DB01190,1
DB00537,DB01208,1
DB00537,DB01211,1
DB00537,DB01212,1
DB00537,DB01234,1
DB00537,DB01260,1
DB00537,DB01326,1
DB00537,DB01327,1
DB00537,DB01328,1
DB00537,DB01330,1
DB00537,DB01331,1
DB00537,DB01332,1
DB00537,DB01333,1
DB00537,DB01369,1
DB00537,DB01380,1
DB00537,DB01413,1
DB00537,DB01416,1
DB00537,DB01597,1
DB00537,DB01598,1
DB00537,DB01602,1
DB00537,DB01603,1
DB00537,DB01606,1
DB00537,DB01607,1
DB00537,DB01764,1
DB00537,DB02703,1
DB00537,DB03166,1
DB00537,DB06211,1
DB00537,DB06219,1
DB00537,DB06402,1
DB00537,DB06590,1
DB00537,DB06756,1
DB00537,DB06771,1
DB00537,DB09050,1
DB00537,DB09060,1
DB00537,DB09320,1
DB00537,DB09323,1
DB00537,DB09324,1
DB00537,DB09345,1
DB00537,DB09552,1
DB00539,DB00544,1
DB00539,DB00570,1
DB00539,DB00783,1
DB00539,DB00997,1
DB00539,DB01101,1
DB00539,DB01229,1
DB00539,DB01248,1
DB00539,DB04845,1
DB00539,DB08871,1
DB00540,DB00543,1
DB00540,DB00715,1
DB00540,DB00726,1
DB00540,DB00780,1
DB00540,DB00934,1
DB00540,DB01104,1
DB00540,DB01142,1
DB00540,DB01151,1
DB00540,DB01156,1
DB00540,DB01171,1
DB00540,DB01545,1
DB00540,DB08998,1
DB00540,DB09016,1
DB00540,DB09244,1
DB00540,DB09245,1
DB00541,DB00563,1
DB00541,DB00570,1
DB00541,DB00620,1
DB00541,DB00631,1
DB00541,DB00635,1
DB00541,DB00694,1
DB00541,DB00741,1
DB00541,DB00791,1
DB00541,DB00851,1
DB00541,DB00860,1
DB00541,DB00888,1
DB00541,DB00959,1
DB00541,DB00970,1
DB00541,DB00987,1
DB00541,DB00997,1
DB00541,DB01033,1
DB00541,DB01168,1
DB00541,DB01206,1
DB00541,DB01234,1
DB00541,DB01380,1
DB00541,DB04572,1
DB00541,DB06769,1
DB00541,DB08870,1
DB00541,DB09054,1
DB00541,DB09077,1
DB00542,DB00571,1
DB00542,DB00575,1
DB00542,DB00584,1
DB00542,DB00590,1
DB00542,DB00594,1
DB00542,DB00598,1
DB00542,DB00612,1
DB00542,DB00622,1
DB00542,DB00629,1
DB00542,DB00657,1
DB00542,DB00661,1
DB00542,DB00678,1
DB00542,DB00691,1
DB00542,DB00695,1
DB00542,DB00700,1
DB00542,DB00722,1
DB00542,DB00774,1
DB00542,DB00790,1
DB00542,DB00796,1
DB00542,DB00808,1
DB00542,DB00876,1
DB00542,DB00880,1
DB00542,DB00881,1
DB00542,DB00960,1
DB00542,DB00966,1
DB00542,DB00968,1
DB00542,DB00982,1
DB00542,DB00999,1
DB00542,DB01018,1
DB00542,DB01021,1
DB00542,DB01023,1
DB00542,DB01029,1
DB00542,DB01076,1
DB00542,DB01115,1
DB00542,DB01136,1
DB00542,DB01162,1
DB00542,DB01170,1
DB00542,DB01193,1
DB00542,DB01197,1
DB00542,DB01203,1
DB00542,DB01229,1
DB00542,DB01275,1
DB00542,DB01324,1
DB00542,DB01340,1
